node_a_id,node_b_id,weight
4895,8139,2244
5966,6014,2371
5982,7122,2248
6183,11047,1145
9016,10043,984
2555,8541,2283
4790,8473,680
6012,8083,894
12099,12135,1864
3643,8858,1274
7143,8349,723
3130,10217,2314
3352,8725,1598
7839,9496,1526
6882,11465,3166
5920,8072,1751
2662,4836,2421
4459,9606,1620
2716,9023,567
8808,10972,3704
10995,12223,2203
4191,5710,2404
5257,7791,2831
6120,7704,2119
9066,9292,399
4539,7949,2776
4956,10091,2985
6661,11446,3722
6544,9615,2916
6649,9575,1823
4180,5221,1266
5111,8204,3197
3652,5357,1696
3892,4566,3711
4753,5225,1720
2486,7968,2108
4052,10950,1425
3963,11182,2494
2868,12111,2077
3832,7839,2956
2238,6841,2239
2438,9826,1667
8786,11302,4463
3944,5725,4520
4675,10980,3275
6857,12095,3126
4898,8809,949
5892,8727,1658
2665,6810,3180
7201,9027,2833
2977,11070,2588
7308,7558,2398
4628,9776,3022
5297,11627,2457
5356,10642,1023
6370,6767,1496
6218,6577,334
2600,10353,1856
7345,9731,1411
7926,9586,2045
10030,10931,307
3658,11751,1246
6228,6417,2604
6358,7341,1403
9446,10449,1867
5075,9911,2704
8632,10282,2051
10708,11746,3189
5178,9705,2455
5785,11350,1549
4551,8180,1250
4616,9806,3192
6359,8049,149
6336,8761,2364
3478,11328,2025
4022,8292,2273
5300,10424,822
7220,7369,1436
3143,10992,2213
8241,8306,2935
3079,7915,2614
4690,9814,1164
8713,12162,2841
2815,11375,2181
6379,12193,1508
4989,12106,227
2759,5724,3015
10871,11950,1263
4202,6796,524
10215,11382,2895
3433,9991,2386
8463,11787,488
4684,7924,1105
7909,12029,3071
4979,5670,1571
7918,9909,2311
2938,8334,1936
6710,11124,2928
3962,7345,1353
5999,11161,2478
4788,9848,3215
7558,10736,2893
2941,4171,1655
3611,7273,3004
7184,8217,1716
10596,11874,2234
6822,8038,1378
5241,9494,3404
4286,10892,270
2747,3972,400
5871,9216,1156
3715,7559,142
11882,12025,2977
9204,11032,3440
5107,8655,1967
6094,8232,1961
2284,8205,2597
2262,4735,1210
10716,11135,3214
2581,9038,3116
5258,8035,1894
8609,9215,849
7744,8563,1174
4044,8299,475
3680,8760,2439
9620,11225,960
7872,8306,3369
3360,8154,3539
4310,5682,642
3319,4705,2734
5964,8703,2715
10993,11562,608
10192,12133,945
5102,5584,858
8079,11294,2322
4441,10294,2511
7072,8870,4275
10386,12162,1414
3867,9262,349
8323,10556,788
7991,8334,1763
8264,9276,3908
3655,4297,537
3692,7659,2783
5921,8717,2969
6138,7792,3498
4492,8885,1947
4675,8280,1099
5953,11164,2172
6530,8161,1403
4231,4956,3684
5424,11727,3460
5181,8189,1065
9907,11762,2424
6619,8196,2021
10308,10906,1046
2466,11236,2490
7126,9267,2351
4614,4769,2533
4062,5862,1946
7431,10005,2846
5613,6413,2150
6717,8674,359
8295,8509,2411
2988,10857,1509
7585,9475,2724
3243,9112,2458
6141,9698,962
5525,9107,1489
5148,9820,2042
4108,6776,2332
3043,4858,2625
2767,3077,2245
4043,5101,3661
9654,9928,819
2374,4437,1422
6246,6375,1743
4120,5475,3246
7067,7075,1435
4535,11791,2748
4275,8240,893
6666,10644,979
8151,9102,1676
9189,11685,2543
4345,12089,1717
6445,6901,1594
3477,4707,1783
3745,5741,1371
4123,4878,3148
2634,6813,2679
2414,7626,1776
6470,7795,2141
4783,7618,1808
3347,7863,4079
4541,4939,2713
6055,7210,1459
5609,7493,2879
3188,7126,2477
7253,8387,2763
2425,7463,1418
4854,4903,2744
5235,6476,3165
5591,10275,1938
8441,10137,35
5542,11242,317
2418,6402,2926
2600,5802,1996
3159,7485,348
5106,11403,1268
5689,10190,1600
5144,8663,1359
7348,9012,3282
8375,11375,1604
4784,9893,761
5482,5519,2064
9255,11984,1335
2384,2705,1437
4128,12126,1271
6590,10163,3947
4034,10173,2265
3148,6511,1647
3630,4829,770
3505,7667,1278
5432,11011,2004
8784,9666,779
3907,5637,2778
10507,11746,2259
3544,10310,2755
11555,11845,2533
5392,11951,1738
5758,6572,623
5801,7689,1954
8045,8554,723
4437,8436,1745
3973,6082,1149
3234,7707,83
9152,10614,1071
6252,7754,1214
2404,5583,3490
7473,8578,2311
5029,8552,807
3262,5378,2167
4427,6109,408
2398,8318,1468
9377,10292,384
4451,8138,1462
5280,10725,1939
3318,11708,2438
2760,7209,836
2957,4105,504
3342,7658,1049
4242,12177,3631
4910,12009,3001
4586,5333,882
8394,8941,3339
2503,8056,1587
6363,9110,3485
6864,8947,895
3595,5532,583
3868,7942,1719
6170,11779,2065
8631,11294,2335
9940,10689,860
3285,12142,2575
2253,9587,3667
3819,8636,1516
4892,10220,3154
4895,4934,1568
8699,9863,1564
5193,11921,2957
4847,7781,1998
6325,8280,1876
5439,11368,1795
4562,7970,2771
3879,11530,686
5243,9588,3145
3046,9730,749
2509,10754,1853
2371,10421,1222
3030,7316,2696
6301,9251,2503
7880,9156,622
7259,10378,1554
7300,11735,3026
5829,10066,2090
9250,12154,2506
4307,6078,1644
2319,8941,868
3480,8343,2151
6096,6512,393
5692,9920,668
2421,5846,2357
6387,10714,3351
3322,11795,1630
6058,11489,1960
5653,6485,1736
10065,10330,688
3731,7824,2121
4454,4698,3650
2791,4075,2715
3189,10554,526
6086,6645,1309
7183,9070,2026
3824,11176,915
7647,11168,1986
4186,5912,1973
3586,9583,1382
7216,10116,3166
5407,11280,3793
8877,10960,1180
9587,9649,2380
7466,8309,2089
2332,3614,1191
7716,11396,1312
10152,11146,3086
5316,7639,771
5175,11083,2132
5999,7043,3084
4636,7829,185
10048,10689,1188
3444,5404,1211
6251,12007,1575
7178,9517,3173
9555,10249,2469
4058,7198,775
3577,11443,3248
8193,11151,474
8037,10003,1273
3040,6700,1644
5978,6885,2202
3997,6163,1858
6915,9281,2224
2669,3579,1576
5527,5601,1778
4376,10749,1087
3377,3405,2975
7068,7435,2436
6685,7357,3483
8713,10625,3827
2521,3492,1300
5375,11198,2843
5496,11695,1238
8904,11537,1041
6717,10009,1632
5288,11353,3568
3344,11936,790
3771,9304,2604
5824,10552,2172
4373,4893,1603
4108,10747,2465
8877,9256,3299
4274,6667,2661
4280,5851,1145
5881,10922,1016
2819,9734,2734
9815,10729,1629
3531,3940,2178
8494,12115,2136
10960,11834,1533
2955,7330,1177
3877,11245,2741
10569,12206,1092
10364,10833,931
5450,11871,2017
2989,8068,2118
5080,5457,3032
2250,8953,1859
5079,11665,1744
5162,10959,2102
11132,12081,1099
6880,12045,2126
2718,3044,824
4353,8232,1891
10333,11505,798
3739,10047,1376
7400,7427,1200
4690,10382,2327
6206,12019,426
3441,5856,1419
5503,6815,1415
7145,7836,350
5120,7615,1112
3057,8674,1414
7645,9812,522
2412,10943,2921
6276,11191,2077
5782,6965,981
9264,10167,1157
4947,10330,1604
3127,9624,2049
6983,7139,3530
6682,10537,405
4746,9943,1523
3397,7684,3480
5751,11428,3511
6730,11231,580
2963,9220,1485
4887,9159,3188
5141,6061,908
4228,6033,574
11125,11986,1812
2377,9136,1201
7339,11373,2148
4261,8911,1020
3655,4177,2427
3838,10034,3171
7470,8773,1531
5250,10384,2121
7308,7399,1804
2428,6734,3599
9952,11692,3115
4127,7405,1294
9949,10985,805
4319,7329,2622
5524,10614,2855
4554,6270,2207
4484,11130,2640
8184,9323,610
9378,10604,1623
2586,7035,426
4142,6828,1902
3806,8024,2825
3156,8243,1575
10459,11159,3096
3913,10189,1024
7185,9530,740
6510,8585,1580
6306,11054,2337
7324,7724,2382
7304,7954,1473
5792,11921,3304
4235,8988,2143
4119,9020,887
3056,11708,1065
4307,5138,629
8401,9195,2859
9943,11014,2167
9771,10878,3496
2440,5559,2561
4420,10466,1734
4213,5895,921
4665,12159,1168
6492,7881,2615
3270,12218,1387
6709,7807,4245
6221,11726,2357
3541,4232,1113
4175,11732,1080
5886,5934,569
3659,8399,1286
6755,7952,2156
5868,7600,2975
8406,11726,1139
3985,8772,1198
3159,10692,1706
3212,7533,2787
8536,8662,865
4652,4675,2177
2666,3090,1517
8238,8355,2950
4605,7121,3299
9248,11335,1763
9204,11044,2901
3618,9471,1824
3216,8240,1135
5999,9189,3512
9208,9565,3034
9869,11820,657
2259,11228,824
3310,8508,1100
10969,12009,2032
5229,9248,1106
5369,5420,1722
6451,10641,1424
9012,10932,1915
5851,9061,2170
4190,4363,476
4059,4938,2564
5304,9141,2777
3368,6967,386
4191,6266,1373
2745,4266,1923
7023,11224,1894
4826,9984,1002
6732,7105,2831
3055,9402,2336
6612,9171,2696
7336,8931,2893
7728,8008,1774
4953,7584,3446
2724,4674,1398
3105,11099,209
2377,6402,2045
4275,8512,2994
7127,11920,1560
3510,9072,1676
5622,9998,2604
5175,11763,2000
7519,10387,2990
3657,5634,1820
5289,8839,2954
7613,8178,1373
2521,4268,2113
5558,7317,3248
7818,10377,440
3250,3314,3582
6630,12172,3323
4562,7312,1253
8393,11980,2787
6742,7633,1647
9391,10191,3785
2504,2938,3233
7825,10262,415
4105,7673,1603
7705,11301,615
5250,8237,2312
2685,7090,1785
4662,8302,2859
4510,6789,3087
8050,9036,1805
3355,11690,1801
8163,9115,2826
6961,12189,1474
3307,8529,2143
2681,9245,1291
3924,11618,1605
5396,7238,2657
2784,11045,2771
4518,9430,1831
2971,8571,1024
5931,11238,2568
8700,9263,2313
2236,12101,1520
4351,9179,2236
5055,12215,1852
3855,4418,1222
6684,7348,2201
3519,11028,2098
3169,10154,921
4410,10164,1894
3340,6908,640
9336,9998,3095
6742,8081,325
10216,10677,886
2239,5967,819
5123,8628,1862
8094,11600,1155
6151,8077,1536
8938,9389,2636
3511,8449,1764
4184,6386,2020
6692,8572,3148
2760,3059,651
6342,10910,2906
2753,10781,2618
4345,11684,1892
3903,12146,1769
3816,8626,1847
4923,8711,1955
9839,10495,113
7466,10645,2873
3653,10053,1262
3621,11577,2154
6421,8956,603
6429,8760,1198
5503,9642,1980
8012,9001,3316
3482,10564,2812
5465,8805,2095
4317,5142,849
3885,10262,2628
5246,11552,1954
7215,8251,3638
4416,7479,810
7230,10453,566
8756,11536,2382
2822,3301,2628
10214,10578,529
5363,5887,3572
3203,8992,1496
3520,6840,3855
7589,11301,1147
7800,9716,2440
2991,4495,3272
4012,9977,998
4037,10159,854
3236,5958,2273
5326,8611,2067
6503,7705,676
2238,2461,3878
6264,8336,853
4411,9080,2128
5901,11355,899
2453,10147,3601
9986,11944,1429
9404,11130,2646
8264,8959,3734
7991,10105,2018
3548,8741,1084
4481,11989,3273
4855,7225,1794
4161,9446,178
4431,6498,901
8892,9619,2100
3247,7779,2230
8507,12212,1902
2767,3129,3050
8910,10321,1050
3838,9297,715
4843,9401,1523
2834,11559,834
3942,4678,773
3459,8723,4755
8035,11072,170
2405,5793,1063
2520,6474,3116
2699,8530,2144
5895,8173,2022
10231,11495,794
7090,10143,512
4393,10934,2680
4368,4742,1505
3440,5433,1678
6062,9191,1429
5786,11092,774
5094,12210,2819
7798,8307,4127
4300,6859,2887
5741,10636,664
4750,7165,859
4010,9036,761
3127,3878,3384
11333,11424,196
9874,11658,917
6480,6484,711
5274,6661,398
4791,7573,437
7392,10901,995
4520,9755,1738
5325,7742,1044
2480,9158,2612
9526,10549,1199
2392,5561,3972
10856,10920,1458
6220,9860,2687
2401,10735,2031
11128,11768,2024
10743,11488,1450
4313,6884,1552
4540,5493,717
3263,5936,941
5904,12068,2021
9664,10933,1346
5775,6647,88
8459,10370,1201
6747,9518,3561
4711,7077,2996
3923,4598,168
3656,6133,810
10771,10815,3348
5104,5326,3109
6189,6473,1584
7134,11638,1607
3756,11990,288
8643,8758,1829
3223,10435,2568
10563,11021,2372
5778,6204,322
2968,11880,657
3008,5701,1286
8058,10575,2644
4627,7299,720
3960,9504,333
3714,10403,373
5948,9738,2722
5249,10697,1403
2759,6590,1780
8397,11680,771
5712,11208,1516
5287,9178,2578
2767,9292,2184
7435,10715,2706
7420,8235,1973
3816,11648,2609
6231,11286,1212
4841,4857,1554
4330,11971,2666
2810,7850,692
10333,12183,1879
3012,5497,1065
5456,9409,1304
3095,10114,2856
8239,9617,877
6434,11040,2062
9984,12141,1308
6874,11058,1675
5475,12027,2450
6145,10955,1537
6875,10795,2189
2374,8341,1261
6629,12177,1986
10080,11380,2763
4264,6939,2530
6845,8409,1198
5012,8738,2264
3822,5148,2136
3978,8450,1399
4007,8448,624
8052,12168,3121
8551,9711,2145
5107,9986,1075
9252,12035,1666
7442,7833,2859
2795,8833,1228
4552,11009,2753
2254,4882,362
4140,9689,1267
6647,11982,535
3167,7292,1171
8955,10785,2542
6248,7488,3683
3692,6939,3489
3524,3754,685
10283,10680,3394
6329,6539,1149
4633,4973,2573
4818,11145,1390
6403,6969,2204
7877,7938,1384
2260,10718,2337
7750,9866,1853
3563,5468,2669
3186,7874,1212
3062,6691,1353
9776,11661,3109
7878,11381,777
6229,7432,1219
6437,7256,798
4791,10859,3984
2656,4987,2542
5069,9082,683
9871,11606,3436
2853,11247,3335
4017,6796,971
8304,11367,3233
6249,11931,1222
4569,5744,1170
4512,11636,956
7855,10309,2200
6221,7062,1378
11284,11485,802
6775,9699,1824
10415,11477,2508
3303,10457,830
3654,5274,2898
9224,12050,1504
4130,10511,2319
7288,7324,2925
3408,8174,787
4252,7170,3515
6016,7029,621
4492,6041,569
8760,11035,3115
4774,12005,1200
4343,6129,2052
6191,10850,1168
9796,10073,874
4239,10755,2142
4586,5607,370
8236,9767,2978
6682,9565,2160
7854,8651,1198
6017,7992,1108
4401,9511,1232
7900,8445,2093
9134,11266,2071
2695,4959,2534
2346,6894,2577
9644,11298,142
8352,11160,2875
6114,9749,875
3391,10757,1305
3665,9360,2173
7422,12137,2737
8304,9478,1224
7566,8006,2085
3354,9669,694
4303,6915,2625
4795,5913,1900
4208,8190,1598
6217,6687,1653
3861,7988,1770
4853,5136,3831
3995,5177,656
9951,12228,3565
2840,6163,1761
2495,7782,2268
7872,9668,3178
6104,10308,2142
2857,6527,1516
7844,11040,3058
3857,10253,2671
9151,11337,1395
3642,5437,1774
2395,9016,2384
3552,6941,1075
6361,7922,2720
7116,7896,2834
8819,10450,2561
5415,5556,1455
10553,10918,2229
5604,9010,2393
4400,9381,2649
3304,10810,3489
2520,10922,2725
2438,11466,3127
4754,5808,1996
3861,9171,3105
4383,9621,2646
4535,10467,727
9638,11930,1803
3030,5433,3210
3384,4239,2029
3324,11012,1411
4941,10217,397
6332,6596,2522
3088,9575,183
6017,9796,1157
8907,10438,2434
8748,10687,2502
4162,12022,269
2309,3405,1562
4352,10427,1713
4608,5545,1596
4679,11717,2592
3756,8250,839
5817,6202,1130
6239,8292,736
4889,12021,2060
4264,8877,2787
7345,10338,3611
5008,8620,2633
7245,7468,2668
2673,10299,1194
2977,11521,2019
11555,12032,2261
6161,10115,1226
2360,9052,1816
8177,11489,1897
6675,6911,3528
7534,10533,4230
5644,9613,917
4776,9216,1688
2980,5371,1071
8461,11112,3377
4158,11047,2355
6159,8737,266
9279,11274,674
4728,12025,594
4359,5697,666
8664,9292,2371
10141,11370,2839
9531,10548,2652
3190,7610,2188
8630,8960,1554
4974,5969,2049
4800,7382,1485
10311,10623,812
3491,8670,2474
2279,8135,2817
2756,8165,1944
2807,8795,1446
7967,10550,1045
2476,10211,1552
2498,4666,1100
7648,10360,730
2932,8553,2210
6322,7550,1445
6698,7353,1534
2712,7310,952
9046,10441,2148
4347,4902,1012
4510,6861,2281
3492,5288,2827
5171,12177,2242
4670,6550,1058
5443,5844,486
6890,12208,2758
4756,8235,1210
8782,8794,1691
4396,10138,1930
9699,11293,719
6269,10239,1356
3228,6621,190
3490,8406,1555
6413,8046,1128
7158,7432,386
7355,10969,2158
3082,7666,3634
3323,11035,492
4213,5424,1490
2632,6798,1354
8716,10907,2046
5417,7076,1563
3396,9956,1692
3708,3715,1730
9127,11505,800
7621,10032,308
3791,7754,1428
4841,10441,1721
5650,10627,1596
7069,7800,1032
4636,10105,1467
2496,6985,3592
10999,12166,486
5950,7686,863
7021,10959,2468
4464,10235,2209
2297,10909,307
7855,9240,1933
7074,7338,826
7199,11042,569
3667,11478,3209
3066,6924,522
3736,7731,2286
3344,10599,3338
4294,10002,2175
8404,11724,2612
5773,9931,1042
7112,9043,1290
6551,11285,2441
9293,10763,3523
7904,10128,955
3825,8696,4559
5205,7162,1129
4824,5491,1464
3667,7517,2500
6139,7732,2949
4085,10796,3359
10281,11677,588
7448,10783,1735
2946,9418,1479
3737,8166,1268
8882,10068,2317
5158,9150,996
9837,10566,1153
2791,10638,1031
2695,7304,3290
8967,10244,1671
3748,4200,958
5102,7097,433
7869,10049,1484
8169,8568,3128
3080,8885,2250
3432,6045,1631
9888,11874,2537
11294,11346,3505
6600,6897,2551
3904,6042,2552
7311,7878,2343
3697,6154,3506
5958,11605,3262
4038,5726,2147
8417,11611,1883
2719,3390,610
4134,5186,1449
6788,7629,1714
8117,12034,3165
5674,6137,1215
4143,5957,2620
4072,11741,2205
5164,8124,1274
4087,6516,3418
2723,5692,1524
8079,10736,663
8102,9310,770
5884,7528,2473
4203,8302,3294
6294,8207,216
4560,8962,737
5455,7592,2138
5689,7723,1461
7068,8500,1202
7289,12218,1171
2245,8473,1206
3309,7810,2958
2724,9540,1757
2967,11008,1797
7584,9311,2172
4432,8281,2608
7263,10710,519
4083,7926,1642
3435,5305,2103
3443,9176,714
6875,11042,2168
4001,5014,2773
2265,10346,1137
6528,10301,2858
4043,11401,1952
6523,12038,2406
2286,7027,2168
6807,10308,1509
6589,7964,3020
6512,10978,1569
10292,11413,2559
10011,11538,1605
2451,8534,915
8400,8812,3933
6682,7973,1014
2331,4394,2370
2475,4779,2261
3282,8080,3875
8874,10379,1600
5074,5158,3233
9340,11262,1548
4031,5283,2937
4300,6085,3804
5148,6334,3265
7664,10137,2244
10794,11201,1714
5406,9342,565
5563,11167,3129
6344,6434,2942
6066,10053,2653
8389,12032,3382
10859,11991,1561
3662,6933,2654
5770,10190,635
5109,9509,2112
2296,11910,1189
3502,5569,2182
2641,11009,1540
4119,10396,226
3704,7450,3342
5317,11482,1317
4657,9041,2798
7580,8333,3106
3786,9111,331
3313,6823,892
7962,8792,2045
7179,10852,1319
9355,11535,1356
2623,5831,2354
8436,11141,1787
4188,6170,3170
4518,7384,1243
7345,7470,2906
2652,4042,1416
2439,10699,2468
3164,4341,2337
3714,11545,1032
6829,11393,977
2390,4157,2119
2698,8494,618
5647,8193,2184
9239,9597,3141
4965,11307,2518
4809,11352,331
3367,10790,709
5172,7236,2164
4693,11182,2094
3375,6816,1097
2584,3014,1478
7921,8887,2408
4164,9690,3638
7384,9059,3007
10722,11240,3281
5184,11717,2909
3887,7881,1867
7593,11024,478
5013,7331,3200
3601,4899,3716
4852,4932,844
5929,8332,1746
9267,9449,2242
8290,8843,4175
8100,11436,2893
5480,6776,2532
7061,11240,1478
3406,8851,601
6161,6848,2343
5950,8769,551
8925,10089,1976
8159,11481,3538
10585,10787,2483
3163,7629,3970
4844,12192,860
7247,10708,2247
3738,6711,4748
4250,9447,2196
2569,10891,3933
5847,8824,1778
5445,10221,2063
2484,4747,1633
5273,8691,1806
11048,11836,1696
3566,11669,638
2744,7835,730
4345,5297,2556
2387,6139,1261
8220,9400,2707
3567,10904,2374
3577,8354,2661
9921,9959,3384
4430,5164,2462
7758,11564,1865
5738,6110,2675
4051,7791,3754
5797,10363,3158
3480,9023,1779
4866,9077,1511
7387,10946,2732
2278,4118,362
2398,11353,2630
10832,11076,2492
5181,8262,2068
7268,9290,1182
4885,5563,3626
6776,8288,1099
9347,10688,2074
4329,11641,1788
3312,7724,1249
6489,8757,2843
3979,11148,2856
8899,9499,2322
7311,8902,2526
2982,5965,425
2355,4695,2469
6705,10878,1077
7273,10750,3440
11210,12221,1381
4355,6803,2675
4992,9600,1427
6536,7567,1251
4662,6603,398
6868,6993,1202
5620,6592,3643
5338,8674,1091
7579,8013,1461
4547,5642,2178
6830,8146,1399
2362,8281,2045
2250,9027,1788
3057,6385,3686
2529,9882,3518
10348,11492,2825
10772,11422,2889
2629,11284,2241
3386,9827,1967
4698,8774,1330
6046,9513,1661
5418,9796,4117
6265,6560,1689
2655,9165,2908
7438,7882,3832
6745,10727,2742
7804,11901,1712
3593,10705,2014
7244,11512,393
5605,6560,1799
3851,6430,1308
4632,5995,1205
6243,7250,1572
8512,10069,2134
7614,9940,890
11348,11791,2506
5842,6217,1317
3819,10824,1714
2962,5092,2906
8277,11320,1972
5487,8931,190
5616,11929,1949
7608,8692,4036
8925,11939,958
4835,10441,2786
9590,9674,2813
8077,11057,2112
2371,7510,1488
5551,10697,1412
8346,9696,2102
5770,11086,2669
4645,9517,3003
6626,12013,2579
2581,10528,1540
5889,8065,2090
2650,10341,3320
2290,5562,578
2357,6068,2020
3131,8037,3570
5879,7218,4124
6227,9429,2424
4547,6973,3408
4423,6761,1422
8938,9784,701
2260,5727,3627
7245,8300,882
7884,11486,1602
7648,10711,1330
2551,9164,3072
7480,10152,712
6280,10751,1894
9854,11461,1481
6086,8714,1791
4214,8951,1459
10665,10846,435
4842,4953,1691
4909,6173,1939
6112,10622,1056
5853,11016,967
5299,5343,1934
7448,11294,2159
2806,5239,625
5012,7921,581
6161,8092,3550
7082,9938,2549
2999,9665,864
2987,11194,1895
3978,10497,1056
9825,10118,1308
2252,3463,593
6587,11527,2585
6727,11155,682
9882,10242,3168
7211,12146,3194
9461,12144,2627
6680,9014,253
4813,9515,1912
5293,6162,1875
7986,9306,2776
4876,7428,2853
7255,8479,1108
10615,11797,2016
3212,9679,2471
2368,10812,1306
7492,7652,3613
3919,9907,1337
3956,5339,2304
6553,8876,1396
5942,8896,1662
4436,4824,2779
8067,8954,676
4604,5004,1846
6449,8908,519
6471,8100,1154
8386,9289,2362
4077,6616,2255
6043,7287,3323
4501,9813,2298
9743,11900,2634
5544,9327,371
3580,6323,2397
3584,9087,1120
5977,7443,817
9706,9988,3496
5221,9480,2216
4244,6642,1314
7434,8011,684
2473,9864,3088
5199,6362,494
10840,12043,2801
5175,6127,1418
4077,7280,2392
3706,4882,1346
6927,8588,710
3949,4612,632
6863,8175,2940
6195,9857,2444
7989,8353,2441
3667,8816,2383
8676,9642,1918
4376,12084,2151
4224,10060,1719
10293,10646,1696
2751,6853,2389
5784,6613,3216
6123,7418,2086
4906,8372,1011
7062,9386,1863
3044,4628,1541
10561,11206,1398
4367,9336,2275
2239,7817,1347
3766,5338,2556
10444,11155,1328
3959,7528,2460
6156,10586,1967
6808,10986,675
6001,10266,1357
3947,10164,2132
5560,6018,2034
6100,9638,1216
6951,7640,2421
2359,3867,2939
2652,9644,2620
2560,2719,1041
7454,11006,2596
7326,11986,2818
9934,11576,3257
7907,10684,1419
4583,6347,2495
6974,7823,389
3175,10498,2021
4687,9119,1992
8287,9308,2127
5447,8665,2009
4229,10059,1200
2543,6203,2969
2658,3139,3099
6143,10008,228
6845,10958,721
5345,10735,2918
5322,9198,2633
6281,11253,2366
4254,12116,808
2791,12046,2672
3866,9545,2974
5824,6519,3186
8226,8373,2074
6854,9452,1123
8248,9940,2386
8340,9229,2217
8388,8733,2226
2734,6768,3173
8592,9375,1267
2929,5261,1145
7399,7466,1165
10686,11894,1656
4597,4711,521
2353,10160,777
2338,11890,2769
5026,5398,1247
9128,11166,2968
4661,7834,2369
4365,8677,1708
3744,6884,1409
4866,5070,1574
2616,8566,1252
6356,9045,1542
6791,8212,1090
10711,11354,2156
7305,7355,260
5932,10540,1864
9886,10903,1949
9526,10731,972
10043,11276,1947
6526,10890,2232
3421,11774,1666
6972,9370,2659
5276,9248,2080
3596,11518,3435
10090,11676,2158
7811,9174,3123
9417,11219,1811
2975,9808,1653
5832,8510,2619
6728,10482,1160
3507,9253,2229
2344,3891,1863
7726,7815,1299
2882,8478,1652
9191,12213,1476
7737,9657,1048
2633,7952,2580
2761,7160,1023
3748,10456,2639
4068,10548,496
9586,12168,2446
8103,8982,1599
7533,11483,2335
2586,8597,1467
6842,7914,2539
3465,7313,1182
3713,6124,2166
4165,10708,664
8459,10734,750
6587,11422,1483
7132,7421,2961
8594,12017,3722
3289,11551,782
6083,10070,2287
6868,10525,2992
5141,8741,1664
6949,10127,2592
6672,8776,2296
8514,11395,2213
5893,10258,1685
7493,9810,663
6356,6466,695
3717,10380,1407
3004,6886,2543
7960,9121,2215
8203,11506,1658
6707,11835,1357
5627,9844,988
6397,9760,1941
7386,8340,1887
7136,7931,3421
2957,8091,2722
6340,9459,1292
3450,7612,2306
9155,10567,1960
4661,6592,3098
3081,4668,516
8972,10393,1754
6380,9479,1720
2957,7269,2894
10124,12074,1582
4031,6563,635
3599,6424,4058
5000,11136,1353
6319,11947,1133
3501,6016,586
2758,11841,331
3168,6000,2076
3093,9751,1485
10974,11993,2498
7919,10129,2814
6172,10535,2232
4688,10774,1426
2303,10919,2830
5640,9914,2851
7119,8852,1663
6955,9390,1517
6404,6869,2765
2910,6209,575
3850,10229,1468
2821,3782,2907
7006,11546,1345
7528,10817,672
7583,10462,1745
9923,11281,1352
9420,10907,85
2515,4148,3147
3025,6045,2034
2452,8594,3148
4550,7357,2693
8315,8605,1460
10999,12030,363
4482,7050,1038
2565,4986,238
4715,9334,1724
8000,11610,1240
5328,5376,1723
7753,8866,2907
5390,10112,1376
5274,9064,2336
4933,11291,785
6463,6706,529
2965,4615,2232
4158,4959,687
4660,8658,859
3805,10825,1544
8151,11094,1541
6072,8142,2422
4292,10168,1479
9850,11425,1856
6063,6915,936
3890,5194,2605
3424,8558,722
10573,11253,1500
8823,10820,1036
3518,11335,3819
2416,6056,1324
2918,4812,1772
4718,12026,1824
3490,6654,1569
8453,9110,1476
4707,6897,1392
2848,4412,2774
3481,4566,1953
5177,8656,1031
4900,5936,1857
6299,7787,754
3313,4707,287
8669,9268,2738
5038,11588,1150
5020,11462,1207
9944,10727,532
8899,12103,2810
2462,11930,3520
4233,7560,808
6880,9207,664
9782,12214,1455
7544,10201,1776
10444,10678,3175
3902,12011,1885
4316,5263,2008
3062,4233,751
4334,11684,668
2630,4266,2713
5240,5389,345
7049,10647,523
5833,8144,2888
3329,6449,2331
4525,5615,1940
5555,11498,1528
4973,11306,3377
3851,5172,632
6779,9925,509
9636,9915,1301
4404,10445,2103
2756,11781,1791
3602,10309,1880
6733,9816,2187
3385,4217,1347
3764,11445,2621
3046,5890,2089
4821,7279,1558
4202,6167,720
6527,8325,604
4714,8672,3569
3467,9034,2380
3840,7898,308
11073,12015,1461
2594,9863,529
5081,6966,2492
6155,8589,2481
9054,9243,1548
8060,9175,2610
5851,7970,1639
6558,8635,1158
9311,11902,2688
7884,9889,1612
2608,4654,696
6357,9368,1214
3843,9106,2490
10657,11834,2645
5726,6895,2369
3045,9863,2009
3321,7399,1428
9969,12157,1474
7133,8171,1159
3359,7805,2122
3256,7085,2228
8578,12040,645
2372,8955,544
5910,10379,3685
8434,12015,1109
10777,11291,2101
9201,11035,2529
3289,8686,842
7375,10081,2640
4072,5532,1870
6211,10732,1511
6732,7885,268
5365,7425,1802
2523,7135,3602
7371,8159,2269
4141,5152,692
2741,8992,2266
5883,8503,1668
2731,8903,2349
8651,10998,1278
2373,6392,2011
6280,8681,3855
6544,8526,2100
7199,8351,2069
3193,5645,2197
4973,8172,2795
2937,9227,2901
8636,8689,1984
7079,7567,2857
8931,9474,1072
7288,9878,2156
3011,6280,3456
5055,6257,1523
7004,9495,1196
3432,3817,595
5487,10955,3045
2695,4699,2229
2988,4386,1663
5828,6277,2358
9210,11250,1648
2671,9200,2124
4791,9935,872
3477,4134,717
4036,4789,1097
6826,10165,887
7400,11519,2299
3996,4600,3270
2798,10609,1609
10802,11301,779
2729,7506,1102
5832,6589,2216
2627,8804,1464
4441,11377,1556
10149,11776,684
